	drug	cell line	time point	count
8817	YM-155	VCAP	6	2
8818	YM-201636	BT20	24	4
8819	YM-201636	BT20	6	4
8820	YM-201636	HS578T	24	4
8821	YM-201636	HS578T	6	4
8822	YM-201636	MCF10A	24	4
8823	YM-201636	MCF10A	6	4
8824	YM-201636	MCF7	24	4
8825	YM-201636	MCF7	6	4
8826	YM-201636	MDAMB231	24	4
8827	YM-201636	MDAMB231	6	4
8828	YM-201636	SKBR3	24	4
8829	YM-201636	SKBR3	6	4
8830	ZG-10	BT20	24	4
8831	ZG-10	BT20	6	4
8832	ZG-10	HS578T	24	3
8833	ZG-10	HS578T	6	4
8834	ZG-10	MCF10A	24	4
8835	ZG-10	MCF10A	6	4
8836	ZG-10	MCF7	24	4
8837	ZG-10	MCF7	6	4
8838	ZG-10	MDAMB231	24	4
8839	ZG-10	MDAMB231	6	4
8840	ZG-10	SKBR3	24	4
8841	ZG-10	SKBR3	6	2
8842	ZK-93423	HEPG2	24	2
8843	ZK-93423	HEPG2	6	2
8844	ZK-93423	HUH7	24	2
8845	ZK-93423	HUH7	6	2
8846	ZK-93423	PHH	24	2
8847	ZK-93423	PHH	6	2
8848	ZM-447439	A375	24	6
8849	ZM-447439	A549	24	6
8850	ZM-447439	BT20	24	4
8851	ZM-447439	BT20	6	4
8852	ZM-447439	HA1E	24	6
8853	ZM-447439	HCC515	24	6
8854	ZM-447439	HEPG2	24	6
8855	ZM-447439	HS578T	24	4
8856	ZM-447439	HS578T	6	4
8857	ZM-447439	HT29	24	6
8858	ZM-447439	MCF10A	24	4
8859	ZM-447439	MCF10A	6	4
8860	ZM-447439	MCF7	24	9
8861	ZM-447439	MCF7	6	4
8862	ZM-447439	MDAMB231	24	4
8863	ZM-447439	MDAMB231	6	4
8864	ZM-447439	PC3	24	6
8865	ZM-447439	SKBR3	24	4
8866	ZM-447439	SKBR3	6	4
8867	ZSTK-474	BT20	24	4
8868	ZSTK-474	BT20	6	4
8869	ZSTK-474	HS578T	24	4
8870	ZSTK-474	HS578T	6	4
8871	ZSTK-474	MCF10A	24	4
8872	ZSTK-474	MCF10A	6	4
8873	ZSTK-474	MCF7	24	4
8874	ZSTK-474	MCF7	6	4
8875	ZSTK-474	MDAMB231	24	4
8876	ZSTK-474	MDAMB231	6	4
8877	ZSTK-474	SKBR3	24	4
8878	ZSTK-474	SKBR3	6	4
8879	acetaldehyde	HA1E	24	2
8880	acetylcysteine	A549	6	9
8881	acetylcysteine	HCC515	6	9
8882	acetylcysteine	MCF7	24	9
8883	acetylcysteine	MCF7	6	9
8884	acetylcysteine	PC3	24	9
8885	acetylcysteine	PC3	6	9
8886	acyclovir	MCF7	24	4
8887	acyclovir	MCF7	6	4
8888	afatinib	BT20	24	4
8889	afatinib	BT20	6	4
8890	afatinib	HS578T	24	4
8891	afatinib	HS578T	6	4
8892	afatinib	MCF10A	24	4
8893	afatinib	MCF10A	6	4
8894	afatinib	MCF7	24	4
8895	afatinib	MCF7	6	4
8896	afatinib	MDAMB231	24	4
8897	afatinib	MDAMB231	6	4
8898	afatinib	SKBR3	24	4
8899	afatinib	SKBR3	6	4
8900	albendazole	MCF7	24	4
8901	albendazole	MCF7	6	4
8902	alexidine	VCAP	24	3
8903	alexidine	VCAP	6	3
8904	alisertib	A375	24	6
8905	alisertib	A549	24	6
8906	alisertib	HA1E	24	6
8907	alisertib	HCC515	24	6
8908	alisertib	HEPG2	24	6
8909	alisertib	HT29	24	6
8910	alisertib	MCF7	24	6
8911	alisertib	PC3	24	6
8912	allantoin	A375	24	4
8913	allantoin	A375	6	4
8914	allantoin	HEK293T	24	4
8915	allantoin	HEK293T	6	4
8916	alpha-estradiol	A375	24	6
8917	alpha-estradiol	A549	24	6
8918	alpha-estradiol	HA1E	24	7
8919	alpha-estradiol	HCC515	24	6
8920	alpha-estradiol	HEPG2	24	6
8921	alpha-estradiol	HT29	24	6
8922	alpha-estradiol	MCF7	24	9
8923	alpha-estradiol	MCF7	6	4
8924	alpha-estradiol	PC3	24	9
8925	alpha-estradiol	PC3	6	4
8926	alpha-estradiol	VCAP	24	3
8927	alpha-estradiol	VCAP	48	3
8928	alpha-estradiol	VCAP	6	3
8929	alpha-linolenic-acid	HEPG2	24	2
8930	alpha-linolenic-acid	HEPG2	6	3
8931	alpha-linolenic-acid	HUH7	24	2
8932	alpha-linolenic-acid	HUH7	6	2
8933	alpha-linolenic-acid	PHH	24	2
8934	alpha-linolenic-acid	PHH	6	2
8935	alpha-tocopherol	A549	6	9
8936	alpha-tocopherol	HCC515	6	9
8937	alpha-tocopherol	MCF7	24	9
8938	alpha-tocopherol	MCF7	6	9
8939	alpha-tocopherol	PC3	24	9
8940	alpha-tocopherol	PC3	6	9
8941	alvespimycin	MCF7	24	4
8942	alvespimycin	MCF7	6	4
8943	alvespimycin	PC3	24	4
8944	alvespimycin	PC3	6	4
8945	alvespimycin	VCAP	24	4
8946	alvespimycin	VCAP	48	2
8947	alvespimycin	VCAP	6	4
8948	alvocidib	A549	24	9
8949	alvocidib	A549	6	9
8950	alvocidib	BT20	24	3
8951	alvocidib	BT20	6	4
8952	alvocidib	HS578T	24	3
8953	alvocidib	HS578T	6	4
8954	alvocidib	MCF10A	24	3
8955	alvocidib	MCF10A	6	4
8956	alvocidib	MCF7	24	10
8957	alvocidib	MCF7	6	12
8958	alvocidib	MDAMB231	24	2
8959	alvocidib	MDAMB231	6	4
8960	alvocidib	SKBR3	24	2
8961	alvocidib	SKBR3	6	4
8962	amifostine	A549	6	9
8963	amifostine	HCC515	6	9
8964	amifostine	MCF7	24	9
8965	amifostine	MCF7	6	9
8966	amifostine	PC3	24	9
8967	amifostine	PC3	6	9
8968	aminopurvalanol-a	HEPG2	24	2
8969	aminopurvalanol-a	HEPG2	6	3
8970	aminopurvalanol-a	HUH7	24	2
8971	aminopurvalanol-a	HUH7	6	2
8972	aminopurvalanol-a	MCF7	24	4
8973	aminopurvalanol-a	MCF7	6	4
8974	aminopurvalanol-a	PHH	24	2
8975	aminopurvalanol-a	PHH	6	2
8976	amitriptyline	A375	24	4
8977	amitriptyline	A375	6	4
8978	amitriptyline	HEK293T	24	4
8979	amitriptyline	HEK293T	6	4
8980	ampicillin	HA1E	6	2
8981	amuvatinib	BT20	24	4
8982	amuvatinib	BT20	6	4
8983	amuvatinib	HS578T	24	4
8984	amuvatinib	HS578T	6	4
8985	amuvatinib	MCF10A	24	4
8986	amuvatinib	MCF10A	6	4
8987	amuvatinib	MCF7	24	4
8988	amuvatinib	MCF7	6	4
8989	amuvatinib	MDAMB231	24	4
8990	amuvatinib	MDAMB231	6	4
8991	amuvatinib	SKBR3	24	4
8992	amuvatinib	SKBR3	6	4
8993	anisomycin	VCAP	24	2
8994	anisomycin	VCAP	6	3
8995	anthothecol	HEPG2	24	2
8996	anthothecol	HEPG2	6	2
8997	anthothecol	HUH7	6	2
8998	anthothecol	PHH	24	2
8999	anthothecol	PHH	6	2
9000	apicidin	A375	24	6
9001	apicidin	A549	24	6
9002	apicidin	HA1E	24	6
9003	apicidin	HCC515	24	6
9004	apicidin	HEPG2	24	6
9005	apicidin	HT29	24	6
9006	apicidin	MCF7	24	9
9007	apicidin	MCF7	6	4
9008	apicidin	PC3	24	9
9009	apicidin	PC3	6	4
9010	arachidonyl-trifluoro-methane	A549	24	10
9011	arachidonyl-trifluoro-methane	A549	6	10
9012	arachidonyl-trifluoro-methane	MCF7	24	10
9013	arachidonyl-trifluoro-methane	MCF7	6	10
9014	arctigenin	HEPG2	24	2
9015	arctigenin	HEPG2	6	2
9016	arctigenin	HUH7	24	2
9017	arctigenin	HUH7	6	2
9018	arctigenin	PHH	24	2
9019	arctigenin	PHH	6	2
9020	artesunate	A549	24	9
9021	artesunate	A549	6	9
9022	artesunate	MCF7	24	9
9023	artesunate	MCF7	6	9
9024	ascorbic-acid	HA1E	24	2
9025	ascorbic-acid	HA1E	6	2
9026	assinex_D328	VCAP	24	2
9027	assinex_D328	VCAP	6	2
9028	atorvastatin	HEPG2	24	2
9029	atorvastatin	HEPG2	6	2
9030	atorvastatin	HUH7	24	2
9031	atorvastatin	HUH7	6	2
9032	atorvastatin	PHH	24	2
9033	atorvastatin	PHH	6	2
9034	auranofin	A549	24	9
9035	auranofin	A549	6	9
9036	auranofin	MCF7	24	9
9037	auranofin	MCF7	6	9
9038	aurora-a-inhibitor-i	BT20	24	4
9039	aurora-a-inhibitor-i	BT20	6	4
9040	aurora-a-inhibitor-i	HS578T	24	4
9041	aurora-a-inhibitor-i	HS578T	6	4
9042	aurora-a-inhibitor-i	MCF10A	24	4
9043	aurora-a-inhibitor-i	MCF10A	6	4
9044	aurora-a-inhibitor-i	MCF7	24	4
9045	aurora-a-inhibitor-i	MCF7	6	4
9046	aurora-a-inhibitor-i	MDAMB231	24	4
9047	aurora-a-inhibitor-i	MDAMB231	6	4
9048	aurora-a-inhibitor-i	SKBR3	24	4
9049	aurora-a-inhibitor-i	SKBR3	6	4
9050	avicin-d	A375	24	6
9051	avicin-d	A375	6	4
9052	avicin-d	A549	24	4
9053	avicin-d	A549	6	7
9054	avicin-d	HA1E	24	7
9055	avicin-d	HA1E	6	4
9056	avicin-d	HCC515	24	4
9057	avicin-d	HCC515	6	4
9058	avicin-d	HEPG2	24	4
9059	avicin-d	HEPG2	6	4
9060	avicin-d	HT29	24	7
9061	avicin-d	HT29	6	4
9062	avicin-d	JURKAT	24	7
9063	avicin-d	JURKAT	6	7
9064	avicin-d	MCF7	24	4
9065	avicin-d	MCF7	6	7
9066	avicin-d	PC3	24	4
9067	avicin-d	PC3	6	7
9068	avicin-d	U266	24	3
9069	avicin-d	U266	6	4
9070	avicin-g	A375	24	6
9071	avicin-g	A375	6	4
9072	avicin-g	A549	24	4
9073	avicin-g	A549	6	7
9074	avicin-g	HA1E	24	7
9075	avicin-g	HA1E	6	4
9076	avicin-g	HCC515	24	4
9077	avicin-g	HCC515	6	4
9078	avicin-g	HEPG2	24	3
9079	avicin-g	HEPG2	6	3
9080	avicin-g	HT29	24	7
9081	avicin-g	HT29	6	4
9082	avicin-g	JURKAT	24	5
9083	avicin-g	JURKAT	6	7
9084	avicin-g	MCF7	24	4
9085	avicin-g	MCF7	6	7
9086	avicin-g	PC3	24	4
9087	avicin-g	PC3	6	7
9088	avicin-g	U266	24	2
9089	avicin-g	U266	6	4
9090	avrainvillamide-analog-1	A375	24	6
9091	avrainvillamide-analog-1	A549	24	7
9092	avrainvillamide-analog-1	HA1E	24	6
9093	avrainvillamide-analog-1	HCC515	24	6
9094	avrainvillamide-analog-1	HEPG2	24	6
9095	avrainvillamide-analog-1	HT29	24	6
9096	avrainvillamide-analog-1	MCF7	24	6
9097	avrainvillamide-analog-1	PC3	24	6
9098	avrainvillamide-analog-2	A375	24	5
9099	avrainvillamide-analog-2	A549	24	6
9100	avrainvillamide-analog-2	HA1E	24	5
9101	avrainvillamide-analog-2	HCC515	24	6
9102	avrainvillamide-analog-2	HEPG2	24	6
9103	avrainvillamide-analog-2	HT29	24	6
9104	avrainvillamide-analog-2	MCF7	24	5
9105	avrainvillamide-analog-2	PC3	24	6
9106	avrainvillamide-analog-3	A375	24	6
9107	avrainvillamide-analog-3	A549	24	6
9108	avrainvillamide-analog-3	HA1E	24	6
9109	avrainvillamide-analog-3	HCC515	24	6
9110	avrainvillamide-analog-3	HEPG2	24	6
9111	avrainvillamide-analog-3	HT29	24	6
9112	avrainvillamide-analog-3	MCF7	24	6
9113	avrainvillamide-analog-3	PC3	24	6
9114	avrainvillamide-analog-4	A375	24	6
9115	avrainvillamide-analog-4	A549	24	7
9116	avrainvillamide-analog-4	HA1E	24	6
9117	avrainvillamide-analog-4	HCC515	24	6
9118	avrainvillamide-analog-4	HEPG2	24	6
9119	avrainvillamide-analog-4	HT29	24	6
9120	avrainvillamide-analog-4	MCF7	24	6
9121	avrainvillamide-analog-4	PC3	24	6
9122	avrainvillamide-analog-5	A375	24	5
9123	avrainvillamide-analog-5	A549	24	6
9124	avrainvillamide-analog-5	HA1E	24	5
9125	avrainvillamide-analog-5	HCC515	24	6
9126	avrainvillamide-analog-5	HEPG2	24	6
9127	avrainvillamide-analog-5	HT29	24	6
9128	avrainvillamide-analog-5	MCF7	24	5
9129	avrainvillamide-analog-5	PC3	24	5
9130	avrainvillamide-analog-6	A375	24	6
9131	avrainvillamide-analog-6	A549	24	7
9132	avrainvillamide-analog-6	HA1E	24	6
9133	avrainvillamide-analog-6	HCC515	24	6
9134	avrainvillamide-analog-6	HEPG2	24	6
9135	avrainvillamide-analog-6	HT29	24	6
9136	avrainvillamide-analog-6	MCF7	24	6
9137	avrainvillamide-analog-6	PC3	24	6
9138	azacitidine	VCAP	24	7
9139	azacitidine	VCAP	6	3
9140	azathioprine	HA1E	24	3
9141	azathioprine	HA1E	6	2
9142	bafilomycin	FIBRNPC	24	2
9143	bafilomycin	FIBRNPC	6	2
9144	bafilomycin	NEU	24	2
9145	bafilomycin	NEU	6	2
9146	bafilomycin	NPC	24	2
9147	bafilomycin	NPC	6	2
9148	barasertib-HQPA	A375	24	6
9149	barasertib-HQPA	A549	24	13
9150	barasertib-HQPA	A549	6	9
9151	barasertib-HQPA	BT20	24	4
9152	barasertib-HQPA	BT20	6	4
9153	barasertib-HQPA	HA1E	24	6
9154	barasertib-HQPA	HCC515	24	6
9155	barasertib-HQPA	HEPG2	24	6
9156	barasertib-HQPA	HS578T	24	4
9157	barasertib-HQPA	HS578T	6	4
9158	barasertib-HQPA	HT29	24	5
9159	barasertib-HQPA	MCF10A	24	4
9160	barasertib-HQPA	MCF10A	6	4
9161	barasertib-HQPA	MCF7	24	16
9162	barasertib-HQPA	MCF7	6	12
9163	barasertib-HQPA	MDAMB231	24	4
9164	barasertib-HQPA	MDAMB231	6	4
9165	barasertib-HQPA	PC3	24	6
9166	barasertib-HQPA	SKBR3	24	4
9167	barasertib-HQPA	SKBR3	6	4
9168	belinostat	MCF7	24	4
9169	belinostat	MCF7	6	4
9170	benfluorex	MCF7	24	4
9171	benfluorex	MCF7	6	4
9172	benfluorex	NKDBA	24	4
9173	benzbromarone	VCAP	24	2
9174	benzbromarone	VCAP	6	2
9175	benzofuran	HA1E	24	3
9176	benzofuran	HA1E	6	2
9177	benzohydroxamic-acid	A375	24	6
9178	benzohydroxamic-acid	A549	24	6
9179	benzohydroxamic-acid	HA1E	24	6
9180	benzohydroxamic-acid	HCC515	24	6
9181	benzohydroxamic-acid	HEPG2	24	6
9182	benzohydroxamic-acid	HT29	24	6
9183	benzohydroxamic-acid	MCF7	24	9
9184	benzohydroxamic-acid	MCF7	6	4
9185	benzohydroxamic-acid	PC3	24	9
9186	benzohydroxamic-acid	PC3	6	4
9187	benzoic-acid	HA1E	24	2
9188	benzonatate	A375	24	4
9189	benzonatate	A375	6	4
9190	benzonatate	HEK293T	24	4
9191	benzonatate	HEK293T	6	4
9192	betazole	A375	24	4
9193	betazole	A375	6	4
9194	betazole	HEK293T	24	4
9195	betazole	HEK293T	6	4
9196	bicalutamide	VCAP	24	3
9197	bicalutamide	VCAP	6	3
9198	bisindolylmaleimide	A375	24	2
9199	bisindolylmaleimide	A375	6	2
9200	bisindolylmaleimide	A549	24	2
9201	bisindolylmaleimide	A549	6	2
9202	bisindolylmaleimide	HA1E	24	2
9203	bisindolylmaleimide	HA1E	6	2
9204	bisindolylmaleimide	HCC515	6	2
9205	bisindolylmaleimide	HT29	24	2
9206	bisindolylmaleimide	HT29	6	2
9207	bisindolylmaleimide	MCF7	24	2
9208	bisindolylmaleimide	MCF7	6	2
9209	bisindolylmaleimide	PC3	24	2
9210	bisindolylmaleimide	PC3	6	2
9211	bisindolylmaleimide	VCAP	24	2
9212	bisindolylmaleimide	VCAP	6	2
9213	bortezomib	A549	6	10
9214	bortezomib	HCC515	6	10
9215	bortezomib	MCF7	24	14
9216	bortezomib	MCF7	6	14
9217	bortezomib	PC3	24	9
9218	bortezomib	PC3	6	10
9219	brefeldin-a	A375	6	2
9220	brefeldin-a	A549	24	2
9221	brefeldin-a	A549	6	2
9222	brefeldin-a	HA1E	24	2
9223	brefeldin-a	HA1E	6	2
9224	brefeldin-a	HCC515	24	2
9225	brefeldin-a	HCC515	6	2
9226	brefeldin-a	HEPG2	6	2
9227	brefeldin-a	HT29	6	2
9228	brefeldin-a	MCF7	24	2
9229	brefeldin-a	MCF7	6	2
9230	brefeldin-a	PC3	24	2
9231	brefeldin-a	PC3	6	2
9232	brefeldin-a	VCAP	24	2
9233	brefeldin-a	VCAP	6	2
9234	brivanib	BT20	24	4
9235	brivanib	BT20	6	4
9236	brivanib	HS578T	24	4
9237	brivanib	HS578T	6	4
9238	brivanib	MCF10A	24	4
9239	brivanib	MCF10A	6	4
9240	brivanib	MCF7	24	4
9241	brivanib	MCF7	6	4
9242	brivanib	MDAMB231	24	4
9243	brivanib	MDAMB231	6	4
9244	brivanib	SKBR3	24	4
9245	brivanib	SKBR3	6	4
9246	brompheniramine	MCF7	24	4
9247	brompheniramine	MCF7	6	4
9248	bucladesine	HEPG2	24	2
9249	bucladesine	HEPG2	6	2
9250	bucladesine	HUH7	24	2
9251	bucladesine	HUH7	6	2
9252	bucladesine	PHH	24	2
9253	bucladesine	PHH	6	2
9254	buddleoflavonoloside	MCF7	24	4
9255	buddleoflavonoloside	MCF7	6	4
9256	buddleoflavonoloside	NKDBA	24	4
9257	buparlisib	BT20	24	4
9258	buparlisib	BT20	6	4
9259	buparlisib	HS578T	24	4
9260	buparlisib	HS578T	6	4
9261	buparlisib	MCF10A	24	4
9262	buparlisib	MCF10A	6	4
9263	buparlisib	MCF7	24	4
9264	buparlisib	MCF7	6	4
9265	buparlisib	MDAMB231	24	4
9266	buparlisib	MDAMB231	6	4
9267	buparlisib	SKBR3	24	4
9268	buparlisib	SKBR3	6	4
9269	busulfan	HA1E	6	2
9270	caffeic-acid-phenethyl-ester	HEPG2	24	2
9271	caffeic-acid-phenethyl-ester	HEPG2	6	2
9272	caffeic-acid-phenethyl-ester	HUH7	24	2
9273	caffeic-acid-phenethyl-ester	HUH7	6	2
9274	caffeic-acid-phenethyl-ester	PHH	24	2
9275	caffeic-acid-phenethyl-ester	PHH	6	2
9276	calcitriol	A375	6	2
9277	calcitriol	A549	24	2
9278	calcitriol	A549	6	2
9279	calcitriol	CD34	24	4
9280	calcitriol	CD34	6	4
9281	calcitriol	HA1E	24	2
9282	calcitriol	HA1E	6	2
9283	calcitriol	HCC515	6	2
9284	calcitriol	HEPG2	6	2
9285	calcitriol	HL60	24	4
9286	calcitriol	HL60	6	4
9287	calcitriol	HT29	6	2
9288	calcitriol	MCF7	24	2
9289	calcitriol	MCF7	6	2
9290	calcitriol	PC3	24	2
9291	calcitriol	PC3	6	5
9292	calcitriol	U937	24	4
9293	calcitriol	U937	6	5
9294	calcitriol	VCAP	24	2
9295	calcitriol	VCAP	6	2
9296	camptothecin	A549	6	9
9297	camptothecin	HCC515	6	9
9298	camptothecin	MCF7	24	9
9299	camptothecin	MCF7	6	9
9300	camptothecin	PC3	24	9
9301	camptothecin	PC3	6	9
9302	camptothecin	VCAP	24	3
9303	camptothecin	VCAP	6	3
9304	canertinib	BT20	24	4
9305	canertinib	BT20	6	4
9306	canertinib	HS578T	24	4
9307	canertinib	HS578T	6	4
9308	canertinib	MCF10A	24	4
9309	canertinib	MCF10A	6	4
9310	canertinib	MCF7	24	4
9311	canertinib	MCF7	6	4
9312	canertinib	MDAMB231	24	4
9313	canertinib	MDAMB231	6	4
9314	canertinib	SKBR3	24	4
9315	canertinib	SKBR3	6	4
9316	cantharidin	VCAP	24	3
9317	cantharidin	VCAP	6	3
9318	capsaicin	A375	6	2
9319	capsaicin	A549	24	2
9320	capsaicin	A549	6	2
9321	capsaicin	HA1E	6	2
9322	capsaicin	HT29	6	2
9323	capsaicin	MCF7	24	2
9324	capsaicin	MCF7	6	2
9325	capsaicin	PC3	24	2
9326	capsaicin	PC3	6	2
9327	capsaicin	VCAP	24	2
9328	capsaicin	VCAP	6	2
9329	carbacyclin	CD34	24	4
9330	carbacyclin	CD34	6	4
9331	carbacyclin	HL60	24	4
9332	carbacyclin	HL60	6	7
9333	carbacyclin	PC3	6	5
9334	carbacyclin	U937	24	4
9335	carbacyclin	U937	6	4
9336	carbamazepine	A375	6	2
9337	carbamazepine	A549	24	2
9338	carbamazepine	A549	6	2
9339	carbamazepine	HA1E	24	2
9340	carbamazepine	HA1E	6	2
9341	carbamazepine	HCC515	24	2
9342	carbamazepine	HCC515	6	2
9343	carbamazepine	HEPG2	6	2
9344	carbamazepine	HT29	6	2
9345	carbamazepine	MCF7	24	2
9346	carbamazepine	MCF7	6	2
9347	carbamazepine	PC3	24	2
9348	carbamazepine	PC3	6	2
9349	carbamazepine	VCAP	24	2
9350	carbamazepine	VCAP	6	2
9351	carbidopa	MCF7	24	4
9352	carbidopa	MCF7	6	4
9353	carbidopa	NKDBA	24	4
9354	carvedilol	MCF7	24	4
9355	carvedilol	MCF7	6	4
9356	celastrol	BT20	24	4
9357	celastrol	BT20	6	4
9358	celastrol	HS578T	24	4
9359	celastrol	HS578T	6	4
9360	celastrol	MCF10A	24	4
9361	celastrol	MCF10A	6	4
9362	celastrol	MCF7	24	4
9363	celastrol	MCF7	6	4
9364	celastrol	MDAMB231	24	4
9365	celastrol	MDAMB231	6	4
9366	celastrol	SKBR3	24	3
9367	celastrol	SKBR3	6	4
9368	cerulenin	MCF7	24	5
9369	cerulenin	MCF7	6	5
9370	chaetocin	A549	24	10
9371	chaetocin	A549	6	10
9372	chaetocin	MCF7	24	9
9373	chaetocin	MCF7	6	10
9374	chelidonine	MCF7	24	4
9375	chelidonine	MCF7	6	4
9376	chlorambucil	HA1E	24	2
9377	chlorambucil	HA1E	6	2
9378	chloroquine	A549	24	9
9379	chloroquine	A549	6	9
9380	chloroquine	MCF7	24	9
9381	chloroquine	MCF7	6	9
9382	cilostamide	A375	24	6
9383	cilostamide	A549	24	6
9384	cilostamide	HA1E	24	6
9385	cilostamide	HCC515	24	6
9386	cilostamide	HEPG2	24	6
9387	cilostamide	HT29	24	6
9388	cilostamide	MCF7	24	6
9389	cilostamide	PC3	24	6
9390	cisplatin	A549	6	9
9391	cisplatin	HCC515	6	9
9392	cisplatin	MCF7	24	9
9393	cisplatin	MCF7	6	9
9394	cisplatin	PC3	24	9
9395	cisplatin	PC3	6	9
9396	clomifene	A375	24	6
9397	clomifene	A549	24	6
9398	clomifene	HA1E	24	6
9399	clomifene	HCC515	24	6
9400	clomifene	HEPG2	24	6
9401	clomifene	HT29	24	6
9402	clomifene	MCF7	24	6
9403	clomifene	PC3	24	6
9404	colchicine	MCF7	24	4
9405	colchicine	MCF7	6	4
9406	crizotinib	A375	24	5
9407	crizotinib	A549	24	6
9408	crizotinib	BT20	24	4
9409	crizotinib	BT20	6	4
9410	crizotinib	HA1E	24	6
9411	crizotinib	HCC515	24	6
9412	crizotinib	HEPG2	24	6
9413	crizotinib	HS578T	24	4
9414	crizotinib	HS578T	6	4
9415	crizotinib	HT29	24	6
9416	crizotinib	MCF10A	24	4
9417	crizotinib	MCF10A	6	4
9418	crizotinib	MCF7	24	8
9419	crizotinib	MCF7	6	4
9420	crizotinib	MDAMB231	24	4
9421	crizotinib	MDAMB231	6	4
9422	crizotinib	PC3	24	6
9423	crizotinib	SKBR3	24	4
9424	crizotinib	SKBR3	6	4
9425	cucurbitacin-i	A549	24	9
9426	cucurbitacin-i	A549	6	9
9427	cucurbitacin-i	HEPG2	24	2
9428	cucurbitacin-i	HEPG2	6	2
9429	cucurbitacin-i	HUH7	24	2
9430	cucurbitacin-i	HUH7	6	2
9431	cucurbitacin-i	MCF7	24	9
9432	cucurbitacin-i	MCF7	6	9
9433	cucurbitacin-i	PHH	24	2
9434	cucurbitacin-i	PHH	6	2
9435	curcumin	A375	24	13
9436	curcumin	A375	6	6
9437	curcumin	A549	24	12
9438	curcumin	A549	6	17
9439	curcumin	A673	6	2
9440	curcumin	AGS	6	2
9441	curcumin	CL34	6	2
9442	curcumin	CORL23	6	2
9443	curcumin	COV644	6	2
9444	curcumin	DV90	6	2
9445	curcumin	EFO27	6	2
9446	curcumin	H1299	6	2
9447	curcumin	HA1E	24	14
9448	curcumin	HA1E	6	6
9449	curcumin	HCC15	6	2
9450	curcumin	HCC515	24	12
9451	curcumin	HCC515	6	14
9452	curcumin	HCT116	6	2
9453	curcumin	HEC108	6	2
9454	curcumin	HEPG2	24	10
9455	curcumin	HEPG2	6	6
9456	curcumin	HT115	6	2
9457	curcumin	HT29	24	15
9458	curcumin	HT29	6	6
9459	curcumin	JHUEM2	6	2
9460	curcumin	JURKAT	24	11
9461	curcumin	JURKAT	6	8
9462	curcumin	LOVO	6	2
9463	curcumin	MCF7	24	20
9464	curcumin	MCF7	6	17
9465	curcumin	MDST8	6	2
9466	curcumin	NCIH1694	6	2
9467	curcumin	NCIH1836	6	2
9468	curcumin	NCIH2073	6	2
9469	curcumin	NCIH508	6	2
9470	curcumin	NCIH596	6	2
9471	curcumin	NOMO1	6	2
9472	curcumin	OV7	6	2
9473	curcumin	PC3	24	20
9474	curcumin	PC3	6	17
9475	curcumin	PL21	6	2
9476	curcumin	RKO	6	2
9477	curcumin	RMGI	6	2
9478	curcumin	RMUGS	6	2
9479	curcumin	SKLU1	6	2
9480	curcumin	SKMEL1	6	2
9481	curcumin	SKMEL28	6	2
9482	curcumin	SNGM	6	2
9483	curcumin	SNU1040	6	2
9484	curcumin	SNUC4	6	2
9485	curcumin	SNUC5	6	2
9486	curcumin	SW480	6	2
9487	curcumin	SW620	6	2
9488	curcumin	SW948	6	2
9489	curcumin	T3M10	6	2
9490	curcumin	THP1	6	2
9491	curcumin	TYKNU	6	2
9492	curcumin	U266	24	4
9493	curcumin	U266	6	4
9494	curcumin	U937	6	2
9495	curcumin	VCAP	24	2
9496	curcumin	VCAP	6	2
9497	curcumin	WSUDLCL2	6	2
9498	cycloheximide	HEPG2	24	2
9499	cycloheximide	HEPG2	6	2
9500	cycloheximide	HUH7	24	2
9501	cycloheximide	HUH7	6	2
9502	cycloheximide	PHH	24	2
9503	cycloheximide	PHH	6	2
9504	cycloheximide	VCAP	24	7
9505	cycloheximide	VCAP	6	3
9506	cyclopentene	A375	24	6
9507	cyclopentene	A549	24	6
9508	cyclopentene	HA1E	24	13
9509	cyclopentene	HA1E	6	8
9510	cyclopentene	HCC515	24	6
9511	cyclopentene	HEPG2	24	6
9512	cyclopentene	HT29	24	6
9513	cyclopentene	MCF7	24	13
9514	cyclopentene	MCF7	6	8
9515	cyclopentene	PC3	24	13
9516	cyclopentene	PC3	6	8
9517	cyclophosphamide	HA1E	24	2
9518	cyclophosphamide	HA1E	6	2
9519	cymarin	VCAP	24	3
9520	cymarin	VCAP	6	3
9521	dabrafenib	A375	24	4
9522	dabrafenib	A375	6	4
9523	dabrafenib	HEK293T	24	4
9524	dabrafenib	HEK293T	6	4
9525	dasatinib	BT20	24	4
9526	dasatinib	BT20	6	4
9527	dasatinib	HS578T	24	4
9528	dasatinib	HS578T	6	4
9529	dasatinib	MCF10A	24	4
9530	dasatinib	MCF10A	6	4
9531	dasatinib	MCF7	24	4
9532	dasatinib	MCF7	6	4
9533	dasatinib	MDAMB231	24	4
9534	dasatinib	MDAMB231	6	4
9535	dasatinib	SKBR3	24	4
9536	dasatinib	SKBR3	6	4
9537	daunorubicin	A549	24	9
9538	daunorubicin	A549	6	9
9539	daunorubicin	CD34	6	4
9540	daunorubicin	HA1E	6	2
9541	daunorubicin	HL60	24	2
9542	daunorubicin	HL60	6	2
9543	daunorubicin	MCF7	24	9
9544	daunorubicin	MCF7	6	9
9545	daunorubicin	PC3	6	5
9546	daunorubicin	U937	24	4
9547	daunorubicin	U937	6	5
