	drug	cell line	time point	drug dose	count
591	ARP-101	NKDBA	24	3.3333	4
592	ARTN	VCAP	4	100.0	1
593	ARTN	VCAP	4	100.000000	2
594	AS-601245	BT20	24	0.08	4
595	AS-601245	BT20	24	0.4	4
596	AS-601245	BT20	24	10.0	4
597	AS-601245	BT20	24	2.0	4
598	AS-601245	BT20	6	0.08	4
599	AS-601245	BT20	6	0.4	4
600	AS-601245	BT20	6	10.0	4
601	AS-601245	BT20	6	2.0	4
602	AS-601245	HS578T	24	0.08	3
603	AS-601245	HS578T	24	0.4	3
604	AS-601245	HS578T	24	10.0	1
605	AS-601245	HS578T	24	2.0	3
606	AS-601245	HS578T	6	0.08	3
607	AS-601245	HS578T	6	0.4	3
608	AS-601245	HS578T	6	10.0	3
609	AS-601245	HS578T	6	2.0	3
610	AS-601245	MCF10A	24	0.08	3
611	AS-601245	MCF10A	24	0.4	3
612	AS-601245	MCF10A	24	10.0	4
613	AS-601245	MCF10A	24	2.0	4
614	AS-601245	MCF10A	6	0.08	4
615	AS-601245	MCF10A	6	0.4	4
616	AS-601245	MCF10A	6	10.0	4
617	AS-601245	MCF10A	6	2.0	4
618	AS-601245	MCF7	24	0.08	2
619	AS-601245	MCF7	24	0.4	2
620	AS-601245	MCF7	24	10.0	5
621	AS-601245	MCF7	24	2.0	2
622	AS-601245	MCF7	6	0.08	4
623	AS-601245	MCF7	6	0.4	4
624	AS-601245	MCF7	6	10.0	10
625	AS-601245	MCF7	6	2.0	4
626	AS-601245	MDAMB231	24	0.08	4
627	AS-601245	MDAMB231	24	0.4	3
628	AS-601245	MDAMB231	24	10.0	4
629	AS-601245	MDAMB231	24	2.0	4
630	AS-601245	MDAMB231	6	0.08	4
631	AS-601245	MDAMB231	6	0.4	4
632	AS-601245	MDAMB231	6	10.0	4
633	AS-601245	MDAMB231	6	2.0	4
634	AS-601245	SKBR3	24	0.08	5
635	AS-601245	SKBR3	24	0.4	5
636	AS-601245	SKBR3	24	10.0	3
637	AS-601245	SKBR3	24	2.0	5
638	AS-601245	SKBR3	6	0.08	4
639	AS-601245	SKBR3	6	0.4	4
640	AS-601245	SKBR3	6	10.0	4
641	AS-601245	SKBR3	6	2.0	4
642	AS-605240	BT20	24	0.08	4
643	AS-605240	BT20	24	0.4	3
644	AS-605240	BT20	24	10.0	3
645	AS-605240	BT20	24	2.0	4
646	AS-605240	BT20	6	0.08	4
647	AS-605240	BT20	6	0.4	4
648	AS-605240	BT20	6	10.0	4
649	AS-605240	BT20	6	2.0	4
650	AS-605240	HS578T	24	0.08	3
651	AS-605240	HS578T	24	0.4	3
652	AS-605240	HS578T	24	10.0	3
653	AS-605240	HS578T	24	2.0	3
654	AS-605240	HS578T	6	0.08	3
655	AS-605240	HS578T	6	0.4	3
656	AS-605240	HS578T	6	10.0	3
657	AS-605240	HS578T	6	2.0	3
658	AS-605240	MCF10A	24	0.08	4
659	AS-605240	MCF10A	24	0.4	4
660	AS-605240	MCF10A	24	10.0	4
661	AS-605240	MCF10A	24	2.0	4
662	AS-605240	MCF10A	6	0.08	4
663	AS-605240	MCF10A	6	0.4	4
664	AS-605240	MCF10A	6	10.0	4
665	AS-605240	MCF10A	6	2.0	4
666	AS-605240	MCF7	24	0.08	2
667	AS-605240	MCF7	24	0.4	2
668	AS-605240	MCF7	24	10.0	8
669	AS-605240	MCF7	24	2.0	2
670	AS-605240	MCF7	6	0.08	4
671	AS-605240	MCF7	6	0.4	4
672	AS-605240	MCF7	6	10.0	9
673	AS-605240	MCF7	6	2.0	4
674	AS-605240	MDAMB231	24	0.08	4
675	AS-605240	MDAMB231	24	0.4	4
676	AS-605240	MDAMB231	24	10.0	4
677	AS-605240	MDAMB231	24	2.0	4
678	AS-605240	MDAMB231	6	0.08	4
679	AS-605240	MDAMB231	6	0.4	4
680	AS-605240	MDAMB231	6	10.0	4
681	AS-605240	MDAMB231	6	2.0	4
682	AS-605240	SKBR3	24	0.08	5
683	AS-605240	SKBR3	24	0.4	5
684	AS-605240	SKBR3	24	10.0	5
685	AS-605240	SKBR3	24	2.0	5
686	AS-605240	SKBR3	6	0.08	4
687	AS-605240	SKBR3	6	0.4	4
688	AS-605240	SKBR3	6	10.0	4
689	AS-605240	SKBR3	6	2.0	4
690	ASN-05257430	A375	24	10.0	3
691	ASN-05257430	A375	24	11.1	5
692	ASN-05257430	A375	6	10.0	3
693	ASN-05257430	A375	6	11.1	6
694	ASN-05257430	A549	24	10.0	3
695	ASN-05257430	A549	24	11.1	3
696	ASN-05257430	A549	6	10.0	3
697	ASN-05257430	A549	6	11.1	4
698	ASN-05257430	HA1E	24	10.0	3
699	ASN-05257430	HA1E	24	11.1	5
700	ASN-05257430	HA1E	6	10.0	3
701	ASN-05257430	HA1E	6	11.1	5
702	ASN-05257430	HCC515	6	10.0	2
703	ASN-05257430	HCC515	6	11.1	4
704	ASN-05257430	HT29	24	10.0	3
705	ASN-05257430	HT29	24	11.1	4
706	ASN-05257430	HT29	6	10.0	4
707	ASN-05257430	HT29	6	11.1	6
708	ASN-05257430	MCF7	24	10.0	5
709	ASN-05257430	MCF7	24	11.1	6
710	ASN-05257430	MCF7	6	10.0	4
711	ASN-05257430	MCF7	6	11.1	5
712	ASN-05257430	PC3	24	10.0	4
713	ASN-05257430	PC3	24	11.1	6
714	ASN-05257430	PC3	6	10.0	5
715	ASN-05257430	PC3	6	11.1	4
716	ASN-05257430	VCAP	24	10.0	6
717	ASN-05257430	VCAP	24	11.1	5
718	ASN-05257430	VCAP	6	10.0	6
719	ASN-05257430	VCAP	6	11.1	4
720	AT-7519	BT20	24	0.08	4
721	AT-7519	BT20	24	0.4	4
722	AT-7519	BT20	24	10.0	1
723	AT-7519	BT20	24	2.0	4
724	AT-7519	BT20	6	0.08	4
725	AT-7519	BT20	6	0.4	4
726	AT-7519	BT20	6	10.0	4
727	AT-7519	BT20	6	2.0	4
728	AT-7519	HS578T	24	0.08	3
729	AT-7519	HS578T	24	0.4	3
730	AT-7519	HS578T	24	10.0	1
731	AT-7519	HS578T	24	2.0	1
732	AT-7519	HS578T	6	0.08	3
733	AT-7519	HS578T	6	0.4	2
734	AT-7519	HS578T	6	10.0	3
735	AT-7519	HS578T	6	2.0	2
736	AT-7519	MCF10A	24	0.08	4
737	AT-7519	MCF10A	24	0.4	4
738	AT-7519	MCF10A	24	10.0	3
739	AT-7519	MCF10A	24	2.0	4
740	AT-7519	MCF10A	6	0.08	3
741	AT-7519	MCF10A	6	0.4	4
742	AT-7519	MCF10A	6	10.0	4
743	AT-7519	MCF10A	6	2.0	4
744	AT-7519	MCF7	24	0.08	2
745	AT-7519	MCF7	24	0.4	2
746	AT-7519	MCF7	24	10.0	5
747	AT-7519	MCF7	24	2.0	2
748	AT-7519	MCF7	6	0.08	4
749	AT-7519	MCF7	6	0.4	4
750	AT-7519	MCF7	6	10.0	8
751	AT-7519	MCF7	6	2.0	4
752	AT-7519	MDAMB231	24	0.08	4
753	AT-7519	MDAMB231	24	0.4	4
754	AT-7519	MDAMB231	24	10.0	3
755	AT-7519	MDAMB231	24	2.0	3
756	AT-7519	MDAMB231	6	0.08	4
757	AT-7519	MDAMB231	6	0.4	4
758	AT-7519	MDAMB231	6	10.0	4
759	AT-7519	MDAMB231	6	2.0	4
760	AT-7519	SKBR3	24	0.08	5
761	AT-7519	SKBR3	24	0.4	5
762	AT-7519	SKBR3	24	2.0	3
763	AT-7519	SKBR3	6	0.08	4
764	AT-7519	SKBR3	6	0.4	4
765	AT-7519	SKBR3	6	10.0	3
766	AT-7519	SKBR3	6	2.0	4
767	AT-9283	A375	24	0.0399999991059	3
768	AT-9283	A375	24	0.119999997318	3
769	AT-9283	A375	24	0.37000000476800005	3
770	AT-9283	A375	24	1.1100000143100002	3
771	AT-9283	A375	24	10.0	3
772	AT-9283	A375	24	3.32999992371	3
773	AT-9283	A549	24	0.0399999991059	3
774	AT-9283	A549	24	0.119999997318	3
775	AT-9283	A549	24	0.3700000047680001	3
776	AT-9283	A549	24	1.1100000143100002	3
777	AT-9283	A549	24	10.0	3
778	AT-9283	A549	24	3.32999992371	3
779	AT-9283	HA1E	24	0.0399999991059	3
780	AT-9283	HA1E	24	0.119999997318	3
781	AT-9283	HA1E	24	0.3700000047680001	3
782	AT-9283	HA1E	24	1.1100000143100002	3
783	AT-9283	HA1E	24	10.0	1
784	AT-9283	HA1E	24	3.32999992371	3
785	AT-9283	HCC515	24	0.0399999991059	3
786	AT-9283	HCC515	24	0.119999997318	3
787	AT-9283	HCC515	24	0.3700000047680001	3
788	AT-9283	HCC515	24	1.1100000143100002	3
789	AT-9283	HCC515	24	10.0	3
790	AT-9283	HCC515	24	3.32999992371	3
791	AT-9283	HEPG2	24	0.0399999991059	3
792	AT-9283	HEPG2	24	0.119999997318	3
793	AT-9283	HEPG2	24	0.3700000047680001	3
794	AT-9283	HEPG2	24	1.1100000143100002	3
795	AT-9283	HEPG2	24	10.0	3
796	AT-9283	HEPG2	24	3.32999992371	3
797	AT-9283	HT29	24	0.0399999991059	3
798	AT-9283	HT29	24	0.119999997318	3
799	AT-9283	HT29	24	0.3700000047680001	3
800	AT-9283	HT29	24	1.1100000143100002	3
801	AT-9283	HT29	24	10.0	1
802	AT-9283	HT29	24	3.32999992371	3
803	AT-9283	MCF7	24	0.0399999991059	3
804	AT-9283	MCF7	24	0.119999997318	3
805	AT-9283	MCF7	24	0.3700000047680001	3
806	AT-9283	MCF7	24	1.1100000143100002	3
807	AT-9283	MCF7	24	10.0	2
808	AT-9283	MCF7	24	3.32999992371	3
809	AT-9283	PC3	24	0.0399999991059	3
810	AT-9283	PC3	24	0.119999997318	3
811	AT-9283	PC3	24	0.3700000047680001	3
812	AT-9283	PC3	24	1.1100000143100002	3
813	AT-9283	PC3	24	10.0	3
814	AT-9283	PC3	24	3.32999992371	3
815	AT1-SHH-09	A375	24	0.16	18
816	AT1-SHH-09	A375	24	0.63	18
817	AT1-SHH-09	A375	24	10.0	17
818	AT1-SHH-09	A375	24	2.5	18
819	AT1-SHH-09	A375	6	0.159999996424	9
820	AT1-SHH-09	A375	6	0.629999995232	8
821	AT1-SHH-09	A375	6	10.0	8
822	AT1-SHH-09	A375	6	2.5	9
823	AT1-SHH-09	A549	24	0.16	9
824	AT1-SHH-09	A549	24	0.63	9
825	AT1-SHH-09	A549	24	10.0	8
826	AT1-SHH-09	A549	24	2.5	9
827	AT1-SHH-09	A549	6	0.159999996424	9
828	AT1-SHH-09	A549	6	0.3700000047680001	3
829	AT1-SHH-09	A549	6	0.629999995232	9
830	AT1-SHH-09	A549	6	1.1100000143100002	3
831	AT1-SHH-09	A549	6	10.0	12
832	AT1-SHH-09	A549	6	2.5	9
833	AT1-SHH-09	A549	6	3.32999992371	3
834	AT1-SHH-09	HA1E	24	0.16	5
835	AT1-SHH-09	HA1E	24	0.3700000047680001	3
836	AT1-SHH-09	HA1E	24	0.63	6
837	AT1-SHH-09	HA1E	24	1.1100000143100002	3
838	AT1-SHH-09	HA1E	24	10.0	8
839	AT1-SHH-09	HA1E	24	2.5	6
840	AT1-SHH-09	HA1E	24	3.32999992371	3
841	AT1-SHH-09	HA1E	6	0.159999996424	6
842	AT1-SHH-09	HA1E	6	0.629999995232	6
843	AT1-SHH-09	HA1E	6	10.0	6
844	AT1-SHH-09	HA1E	6	2.5	6
845	AT1-SHH-09	HCC515	24	0.16	9
846	AT1-SHH-09	HCC515	24	0.63	9
847	AT1-SHH-09	HCC515	24	10.0	8
848	AT1-SHH-09	HCC515	24	2.5	9
849	AT1-SHH-09	HCC515	6	0.16	8
850	AT1-SHH-09	HCC515	6	0.63	9
851	AT1-SHH-09	HCC515	6	10.0	9
852	AT1-SHH-09	HCC515	6	2.5	9
853	AT1-SHH-09	HEPG2	24	0.16	9
854	AT1-SHH-09	HEPG2	24	0.63	9
855	AT1-SHH-09	HEPG2	24	10.0	9
856	AT1-SHH-09	HEPG2	24	2.5	9
857	AT1-SHH-09	HEPG2	6	0.3700000047680001	9
858	AT1-SHH-09	HEPG2	6	1.1100000143100002	9
859	AT1-SHH-09	HEPG2	6	10.0	9
860	AT1-SHH-09	HEPG2	6	3.32999992371	9
861	AT1-SHH-09	HT29	24	0.160000	9
862	AT1-SHH-09	HT29	24	0.3700000047680001	3
863	AT1-SHH-09	HT29	24	0.630000	9
864	AT1-SHH-09	HT29	24	1.1100000143100002	3
865	AT1-SHH-09	HT29	24	10.0	3
866	AT1-SHH-09	HT29	24	10.000000	9
867	AT1-SHH-09	HT29	24	2.500000	9
868	AT1-SHH-09	HT29	24	3.32999992371	3
869	AT1-SHH-09	HT29	6	0.159999996424	9
870	AT1-SHH-09	HT29	6	0.629999995232	9
871	AT1-SHH-09	HT29	6	10.0	9
872	AT1-SHH-09	HT29	6	2.5	9
873	AT1-SHH-09	JURKAT	24	0.160000	3
874	AT1-SHH-09	JURKAT	24	0.370000	3
875	AT1-SHH-09	JURKAT	24	0.3700000047680001	3
876	AT1-SHH-09	JURKAT	24	0.630000	2
877	AT1-SHH-09	JURKAT	24	1.110000	3
878	AT1-SHH-09	JURKAT	24	1.1100000143100002	3
879	AT1-SHH-09	JURKAT	24	10.0	3
880	AT1-SHH-09	JURKAT	24	10.000000	6
881	AT1-SHH-09	JURKAT	24	2.500000	3
882	AT1-SHH-09	JURKAT	24	3.32999992371	3
883	AT1-SHH-09	JURKAT	24	3.330000	3
884	AT1-SHH-09	JURKAT	6	0.160000	6
885	AT1-SHH-09	JURKAT	6	0.3700000047680001	3
886	AT1-SHH-09	JURKAT	6	0.630000	6
887	AT1-SHH-09	JURKAT	6	1.1100000143100002	3
888	AT1-SHH-09	JURKAT	6	10.0	3
889	AT1-SHH-09	JURKAT	6	10.000000	6
890	AT1-SHH-09	JURKAT	6	2.500000	6
891	AT1-SHH-09	JURKAT	6	3.32999992371	3
892	AT1-SHH-09	MCF7	24	0.16	3
893	AT1-SHH-09	MCF7	24	0.63	3
894	AT1-SHH-09	MCF7	24	10.0	2
895	AT1-SHH-09	MCF7	24	2.5	3
896	AT1-SHH-09	MCF7	6	0.159999996424	9
897	AT1-SHH-09	MCF7	6	0.3700000047680001	3
898	AT1-SHH-09	MCF7	6	0.629999995232	9
899	AT1-SHH-09	MCF7	6	1.1100000143100002	3
900	AT1-SHH-09	MCF7	6	10.0	12
901	AT1-SHH-09	MCF7	6	2.5	8
902	AT1-SHH-09	MCF7	6	3.32999992371	2
903	AT1-SHH-09	PC3	24	0.159999996424	3
904	AT1-SHH-09	PC3	24	0.160000	9
905	AT1-SHH-09	PC3	24	0.629999995232	3
906	AT1-SHH-09	PC3	24	0.630000	9
907	AT1-SHH-09	PC3	24	10.0	3
908	AT1-SHH-09	PC3	24	10.000000	8
909	AT1-SHH-09	PC3	24	2.5	3
910	AT1-SHH-09	PC3	24	2.500000	9
911	AT1-SHH-09	PC3	6	0.159999996424	3
912	AT1-SHH-09	PC3	6	0.3700000047680001	8
913	AT1-SHH-09	PC3	6	0.629999995232	3
914	AT1-SHH-09	PC3	6	1.1100000143100002	9
915	AT1-SHH-09	PC3	6	10.0	12
916	AT1-SHH-09	PC3	6	2.5	3
917	AT1-SHH-09	PC3	6	3.32999992371	8
918	AT1-SHH-09	U266	24	0.3700000047680001	9
919	AT1-SHH-09	U266	24	1.1100000143100002	9
920	AT1-SHH-09	U266	24	10.0	9
921	AT1-SHH-09	U266	24	3.32999992371	9
922	AT1-SHH-09	U266	6	0.159999996424	9
923	AT1-SHH-09	U266	6	0.629999995232	9
924	AT1-SHH-09	U266	6	10.0	8
925	AT1-SHH-09	U266	6	2.5	9
926	AT1-SHH-29	A375	24	0.16	18
927	AT1-SHH-29	A375	24	0.63	18
928	AT1-SHH-29	A375	24	10.0	17
929	AT1-SHH-29	A375	24	2.5	17
930	AT1-SHH-29	A375	6	0.159999996424	6
931	AT1-SHH-29	A375	6	0.629999995232	6
932	AT1-SHH-29	A375	6	10.0	9
933	AT1-SHH-29	A375	6	2.5	9
934	AT1-SHH-29	A549	24	0.16	8
935	AT1-SHH-29	A549	24	0.63	8
936	AT1-SHH-29	A549	24	10.0	9
937	AT1-SHH-29	A549	24	2.5	9
938	AT1-SHH-29	A549	6	0.159999996424	9
939	AT1-SHH-29	A549	6	0.3700000047680001	3
940	AT1-SHH-29	A549	6	0.629999995232	9
941	AT1-SHH-29	A549	6	1.1100000143100002	3
942	AT1-SHH-29	A549	6	10.0	12
943	AT1-SHH-29	A549	6	2.5	9
944	AT1-SHH-29	A549	6	3.32999992371	3
945	AT1-SHH-29	HA1E	24	0.16	6
946	AT1-SHH-29	HA1E	24	0.3700000047680001	3
947	AT1-SHH-29	HA1E	24	0.63	6
948	AT1-SHH-29	HA1E	24	1.1100000143100002	3
949	AT1-SHH-29	HA1E	24	10.0	8
950	AT1-SHH-29	HA1E	24	2.5	6
951	AT1-SHH-29	HA1E	24	3.32999992371	3
952	AT1-SHH-29	HA1E	6	0.159999996424	6
953	AT1-SHH-29	HA1E	6	0.629999995232	6
954	AT1-SHH-29	HA1E	6	10.0	6
955	AT1-SHH-29	HA1E	6	2.5	6
956	AT1-SHH-29	HCC515	24	0.16	8
957	AT1-SHH-29	HCC515	24	0.63	7
958	AT1-SHH-29	HCC515	24	10.0	9
959	AT1-SHH-29	HCC515	24	2.5	9
960	AT1-SHH-29	HCC515	6	0.16	8
961	AT1-SHH-29	HCC515	6	0.63	8
962	AT1-SHH-29	HCC515	6	10.0	9
963	AT1-SHH-29	HCC515	6	2.5	9
964	AT1-SHH-29	HEPG2	24	0.16	8
965	AT1-SHH-29	HEPG2	24	0.63	8
966	AT1-SHH-29	HEPG2	24	10.0	9
967	AT1-SHH-29	HEPG2	24	2.5	9
968	AT1-SHH-29	HEPG2	6	0.3700000047680001	9
969	AT1-SHH-29	HEPG2	6	1.1100000143100002	9
970	AT1-SHH-29	HEPG2	6	10.0	9
971	AT1-SHH-29	HEPG2	6	3.32999992371	9
972	AT1-SHH-29	HT29	24	0.160000	7
973	AT1-SHH-29	HT29	24	0.3700000047680001	3
974	AT1-SHH-29	HT29	24	0.630000	7
975	AT1-SHH-29	HT29	24	1.1100000143100002	3
976	AT1-SHH-29	HT29	24	10.0	3
977	AT1-SHH-29	HT29	24	10.000000	9
978	AT1-SHH-29	HT29	24	2.500000	9
979	AT1-SHH-29	HT29	24	3.32999992371	3
980	AT1-SHH-29	HT29	6	0.159999996424	6
981	AT1-SHH-29	HT29	6	0.629999995232	7
982	AT1-SHH-29	HT29	6	10.0	9
983	AT1-SHH-29	HT29	6	2.5	9
984	AT1-SHH-29	JURKAT	24	0.160000	3
985	AT1-SHH-29	JURKAT	24	0.370000	3
986	AT1-SHH-29	JURKAT	24	0.3700000047680001	3
987	AT1-SHH-29	JURKAT	24	0.630000	3
988	AT1-SHH-29	JURKAT	24	1.110000	3
989	AT1-SHH-29	JURKAT	24	1.1100000143100002	3
990	AT1-SHH-29	JURKAT	24	10.0	3
991	AT1-SHH-29	JURKAT	24	10.000000	6
992	AT1-SHH-29	JURKAT	24	2.500000	3
993	AT1-SHH-29	JURKAT	24	3.32999992371	3
994	AT1-SHH-29	JURKAT	24	3.330000	3
995	AT1-SHH-29	JURKAT	6	0.160000	6
996	AT1-SHH-29	JURKAT	6	0.3700000047680001	3
997	AT1-SHH-29	JURKAT	6	0.630000	6
998	AT1-SHH-29	JURKAT	6	1.1100000143100002	3
999	AT1-SHH-29	JURKAT	6	10.0	3
1000	AT1-SHH-29	JURKAT	6	10.000000	6
1001	AT1-SHH-29	JURKAT	6	2.500000	6
1002	AT1-SHH-29	JURKAT	6	3.32999992371	3
1003	AT1-SHH-29	MCF7	24	0.16	3
1004	AT1-SHH-29	MCF7	24	0.63	2
1005	AT1-SHH-29	MCF7	24	10.0	3
1006	AT1-SHH-29	MCF7	24	2.5	3
1007	AT1-SHH-29	MCF7	6	0.159999996424	7
1008	AT1-SHH-29	MCF7	6	0.3700000047680001	3
1009	AT1-SHH-29	MCF7	6	0.629999995232	7
1010	AT1-SHH-29	MCF7	6	1.1100000143100002	3
1011	AT1-SHH-29	MCF7	6	10.0	12
1012	AT1-SHH-29	MCF7	6	2.5	9
1013	AT1-SHH-29	MCF7	6	3.32999992371	3
1014	AT1-SHH-29	PC3	24	0.159999996424	2
1015	AT1-SHH-29	PC3	24	0.160000	9
1016	AT1-SHH-29	PC3	24	0.629999995232	3
1017	AT1-SHH-29	PC3	24	0.630000	9
1018	AT1-SHH-29	PC3	24	10.0	3
1019	AT1-SHH-29	PC3	24	10.000000	9
1020	AT1-SHH-29	PC3	24	2.5	3
1021	AT1-SHH-29	PC3	24	2.500000	9
1022	AT1-SHH-29	PC3	6	0.159999996424	2
1023	AT1-SHH-29	PC3	6	0.3700000047680001	9
1024	AT1-SHH-29	PC3	6	0.629999995232	2
1025	AT1-SHH-29	PC3	6	1.1100000143100002	9
1026	AT1-SHH-29	PC3	6	10.0	11
1027	AT1-SHH-29	PC3	6	2.5	3
1028	AT1-SHH-29	PC3	6	3.32999992371	9
1029	AT1-SHH-29	U266	24	0.3700000047680001	9
1030	AT1-SHH-29	U266	24	1.1100000143100002	9
1031	AT1-SHH-29	U266	24	10.0	9
1032	AT1-SHH-29	U266	24	3.32999992371	9
1033	AT1-SHH-29	U266	6	0.159999996424	9
1034	AT1-SHH-29	U266	6	0.629999995232	9
1035	AT1-SHH-29	U266	6	10.0	9
1036	AT1-SHH-29	U266	6	2.5	9
1037	AT7867	BT20	24	0.08	3
1038	AT7867	BT20	24	0.4	3
1039	AT7867	BT20	24	10.0	3
1040	AT7867	BT20	24	2.0	3
1041	AT7867	BT20	6	0.08	3
1042	AT7867	BT20	6	0.4	3
1043	AT7867	BT20	6	10.0	3
1044	AT7867	BT20	6	2.0	3
1045	AT7867	HS578T	24	0.08	3
1046	AT7867	HS578T	24	0.4	3
1047	AT7867	HS578T	24	10.0	3
1048	AT7867	HS578T	24	2.0	3
1049	AT7867	HS578T	6	0.08	3
1050	AT7867	HS578T	6	0.4	3
1051	AT7867	HS578T	6	10.0	3
1052	AT7867	HS578T	6	2.0	3
1053	AT7867	MCF10A	24	0.08	2
1054	AT7867	MCF10A	24	0.4	2
1055	AT7867	MCF10A	24	10.0	2
1056	AT7867	MCF10A	24	2.0	2
1057	AT7867	MCF10A	6	0.08	2
1058	AT7867	MCF10A	6	0.4	3
1059	AT7867	MCF10A	6	10.0	3
1060	AT7867	MCF10A	6	2.0	3
1061	AT7867	MCF7	24	0.08	2
1062	AT7867	MCF7	24	0.4	2
1063	AT7867	MCF7	24	10.0	2
1064	AT7867	MCF7	24	2.0	2
1065	AT7867	MCF7	6	0.08	3
1066	AT7867	MCF7	6	0.4	3
1067	AT7867	MCF7	6	10.0	3
1068	AT7867	MCF7	6	2.0	3
1069	AT7867	MDAMB231	24	0.08	3
1070	AT7867	MDAMB231	24	0.4	3
1071	AT7867	MDAMB231	24	10.0	3
1072	AT7867	MDAMB231	24	2.0	3
1073	AT7867	MDAMB231	6	0.08	3
1074	AT7867	MDAMB231	6	0.4	3
1075	AT7867	MDAMB231	6	10.0	3
1076	AT7867	MDAMB231	6	2.0	3
1077	AT7867	SKBR3	24	0.08	3
1078	AT7867	SKBR3	24	0.4	3
1079	AT7867	SKBR3	24	10.0	3
1080	AT7867	SKBR3	24	2.0	3
1081	AT7867	SKBR3	6	0.08	3
1082	AT7867	SKBR3	6	0.4	3
1083	AT7867	SKBR3	6	10.0	3
1084	AT7867	SKBR3	6	2.0	3
1085	ATF2	HEK293T	48	200.0	8
1086	ATF2	HEK293T	48	300.0	8
1087	AVA	A375	24	0.0399999991059	3
1088	AVA	A375	24	0.119999997318	3
1089	AVA	A375	24	0.37000000476800005	3
1090	AVA	A375	24	1.1100000143100002	3
1091	AVA	A375	24	10.0	3
1092	AVA	A375	24	3.32999992371	3
1093	AVA	A549	24	0.0399999991059	3
1094	AVA	A549	24	0.119999997318	3
1095	AVA	A549	24	0.3700000047680001	3
1096	AVA	A549	24	1.1100000143100002	3
1097	AVA	A549	24	10.0	3
1098	AVA	A549	24	3.32999992371	3
1099	AVA	HA1E	24	0.0399999991059	3
1100	AVA	HA1E	24	0.119999997318	3
1101	AVA	HA1E	24	0.3700000047680001	3
1102	AVA	HA1E	24	1.1100000143100002	3
1103	AVA	HA1E	24	10.0	3
1104	AVA	HA1E	24	3.32999992371	3
1105	AVA	HCC515	24	0.0399999991059	3
1106	AVA	HCC515	24	0.119999997318	3
1107	AVA	HCC515	24	0.3700000047680001	3
1108	AVA	HCC515	24	1.1100000143100002	3
1109	AVA	HCC515	24	10.0	3
1110	AVA	HCC515	24	3.32999992371	3
1111	AVA	HEPG2	24	0.0399999991059	2
1112	AVA	HEPG2	24	0.119999997318	3
1113	AVA	HEPG2	24	0.3700000047680001	3
1114	AVA	HEPG2	24	1.1100000143100002	3
1115	AVA	HEPG2	24	10.0	3
1116	AVA	HEPG2	24	3.32999992371	3
1117	AVA	HT29	24	0.0399999991059	3
1118	AVA	HT29	24	0.119999997318	3
1119	AVA	HT29	24	0.3700000047680001	3
1120	AVA	HT29	24	1.1100000143100002	3
1121	AVA	HT29	24	10.0	3
1122	AVA	HT29	24	3.32999992371	3
1123	AVA	MCF7	24	0.0399999991059	3
1124	AVA	MCF7	24	0.119999997318	3
1125	AVA	MCF7	24	0.3700000047680001	3
1126	AVA	MCF7	24	1.1100000143100002	3
1127	AVA	MCF7	24	10.0	3
1128	AVA	MCF7	24	3.32999992371	3
1129	AVA	PC3	24	0.0399999991059	3
1130	AVA	PC3	24	0.119999997318	3
1131	AVA	PC3	24	0.3700000047680001	3
1132	AVA	PC3	24	1.1100000143100002	3
1133	AVA	PC3	24	10.0	3
1134	AVA	PC3	24	3.32999992371	3
1135	AVP	VCAP	4	5.0	1
1136	AVP	VCAP	4	5.000000	2
1137	AZ-628	BT20	24	0.08	4
1138	AZ-628	BT20	24	0.4	4
1139	AZ-628	BT20	24	10.0	4
1140	AZ-628	BT20	24	2.0	4
1141	AZ-628	BT20	6	0.08	4
1142	AZ-628	BT20	6	0.4	4
1143	AZ-628	BT20	6	10.0	4
1144	AZ-628	BT20	6	2.0	4
1145	AZ-628	HS578T	24	0.08	3
1146	AZ-628	HS578T	24	0.4	3
1147	AZ-628	HS578T	24	10.0	3
1148	AZ-628	HS578T	24	2.0	3
1149	AZ-628	HS578T	6	0.08	3
1150	AZ-628	HS578T	6	0.4	3
1151	AZ-628	HS578T	6	10.0	3
1152	AZ-628	HS578T	6	2.0	3
1153	AZ-628	MCF10A	24	0.08	3
1154	AZ-628	MCF10A	24	0.4	4
1155	AZ-628	MCF10A	24	10.0	4
1156	AZ-628	MCF10A	24	2.0	4
1157	AZ-628	MCF10A	6	0.08	4
1158	AZ-628	MCF10A	6	0.4	4
1159	AZ-628	MCF10A	6	10.0	4
1160	AZ-628	MCF10A	6	2.0	4
1161	AZ-628	MCF7	24	0.08	1
1162	AZ-628	MCF7	24	0.4	2
1163	AZ-628	MCF7	24	10.0	4
1164	AZ-628	MCF7	24	2.0	2
1165	AZ-628	MCF7	6	0.08	4
1166	AZ-628	MCF7	6	0.4	3
1167	AZ-628	MCF7	6	10.0	10
1168	AZ-628	MCF7	6	2.0	4
1169	AZ-628	MDAMB231	24	0.08	4
1170	AZ-628	MDAMB231	24	0.4	4
1171	AZ-628	MDAMB231	24	10.0	4
1172	AZ-628	MDAMB231	24	2.0	4
1173	AZ-628	MDAMB231	6	0.08	4
1174	AZ-628	MDAMB231	6	0.4	4
1175	AZ-628	MDAMB231	6	10.0	4
1176	AZ-628	MDAMB231	6	2.0	4
1177	AZ-628	SKBR3	24	0.08	5
1178	AZ-628	SKBR3	24	0.4	5
1179	AZ-628	SKBR3	24	10.0	5
